path,line,size_bytes,text,looks_like_source_table
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58323,34092831,"63,578244,B2-B4,B2,B4,-0.7151946126447383,8.06054004653864,8.17131687471973,8.0,7.0,0.5354070432682121,0.6069329266355289,23597.0,31473.0,2.772588722239781,4.204692619390966,5.0,17.0,-156.0,-71.0,27.5,155.72972972972974,128.22972972972974,9",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58333,34092831,"63,578451,B2-B4,B2,B4,14.365671853796249,8.711443319075466,8.272570608424903,6.0,7.0,0.4730486586757991,0.5605065004653261,56064.0,35459.0,2.4423470353692043,4.182050142641207,0.0,16.0,-148.0,1.5410958904109588,0.0,108.08333333333334,108.08",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58342,34092831,"63,578609,B2-B4,B2,B4,17.8004045066725,8.95098657151126,7.893758623267592,6.0,8.0,0.4586622220824554,0.5370576560003872,63598.0,20657.0,1.8718021769015916,3.960813169597578,1.0,14.0,-338.0,0.896358543417367,8.24,46.333333333333336,38.093333",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58345,34092831,"63,578642,B2-B4,B2,B4,-1.1767538079531488,7.987014839134431,7.665050279365834,8.0,8.0,0.5444553004396678,0.5515112122196945,20470.0,15385.0,1.9459101490553128,3.725693427236653,0.0,11.0,-199.0,0.8917748917748918,0.0,35.2,35.2,17.6,5.6716035",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58438,34092831,"63,579832,B2-B4,B2,B4,-2.312923394164345,7.589841512182657,7.269964878419344,8.0,8.0,0.5313312354631277,0.4191216734202168,14618.0,9131.0,2.970414465569701,4.505349850705881,0.0,8.0,-124.0,0.5823627287853578,0.0,57.05263157894737,57.0526315",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58456,34092831,"63,580127,B2-B4,B2,B4,1.238410309733118,7.940939762327791,7.214504414151143,8.0,9.0,0.5661557862062275,0.5893355378733078,20618.0,9677.0,3.258096538021482,3.1135153092103742,13.0,0.0,0.7,-304.0,22.0,0.0,-22.0,11.0,6.371611847231856,-0.14458",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58505,34092831,"63,580764,B2-B4,B2,B4,0.0197747843888815,7.266478124538169,7.259819610363186,4.0,4.0,-1.193274456521739,-1.1511668408220133,2944.0,2871.0,4.151039905898646,2.2512917986064958,7.0,3.0,0.519163763066202,-223.0,35.90909090909091,18.4,-17.50909",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58556,34092831,"63,581511,B2-B4,B2,B4,-0.8768300437490003,7.847176428245146,7.8407064517494,4.0,4.0,0.0048104131295981,0.0787042451175301,14136.0,17102.0,3.6506582412937383,1.6094379124341005,8.0,0.0,-2.282051282051282,-232.0,47.85714285714285,0.0,-47.8571",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58578,34092831,"63,581815,B2-B4,B2,B4,-0.6341672067886795,7.75491027202143,7.67205965385841,5.0,5.0,0.0303006638032018,0.0599161666803649,12805.0,12167.0,2.602689685444384,1.6094379124341005,13.0,1.0,5.0,-251.0,123.33333333333334,4.666666666666666,-118.666",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58642,34092831,"63,582716,B2-B4,B2,B4,-3.749352148835905,7.926241523170962,8.109976550269266,9.0,8.0,0.5919334509705066,0.6025827509135417,19835.0,28187.0,4.7535901911063645,3.610917912644224,17.0,10.0,0.8975501113585747,0.4212962962962963,125.454545454545",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58651,34092831,"63,582899,B2-B4,B2,B4,-1.814561819304502,8.151189152188987,8.076826031298808,7.0,7.0,0.5476570729552482,0.5395769300307358,29429.0,27655.0,3.7612001156935615,4.350277936359301,6.0,5.0,-0.0925925925925925,-0.6703296703296703,38.5,25.5,-13.0,",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58690,34092831,"63,583379,B2-B4,B2,B4,-1.4025422932135332,7.892452043520352,7.822044008185619,5.0,4.0,0.1364501679731243,0.0631061511890527,17860.0,15054.0,3.9219733362813134,4.363098624788363,9.0,13.0,0.4789719626168224,0.7838427947598253,34.56,46.6666666",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58691,34092831,"63,583393,B2-B4,B2,B4,-1.8244604116876115,7.918446686277776,7.880237290506034,8.0,8.0,0.4932882467465929,0.5017139450543991,19518.0,20129.0,4.069026754237811,2.525728644308256,13.0,0.0,0.8487084870848709,-341.0,59.41176470588236,0.0,-59.411",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58708,34092831,"63,583667,B2-B4,B2,B4,13.86027959524827,8.632662441222351,8.198501932090112,6.0,7.0,0.5054492753623189,0.5740375895174656,51750.0,31977.0,4.7535901911063645,2.995732273553991,17.0,0.0,0.8984881209503239,-319.0,123.33333333333334,0.0,-123.33",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58720,34092831,"63,583795,B2-B4,B2,B4,-1.767236798783139,7.701426297308381,7.959799931833912,9.0,8.0,0.5658964347436471,0.5674699346106361,15623.0,21869.0,2.833213344056216,4.182050142641207,5.0,5.0,-7.666666666666667,-0.460093896713615,34.82352941176471,3",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58806,34092831,"63,584942,B2-B4,B2,B4,-3.580913427303324,8.551787836180736,8.203714563920446,6.0,6.0,0.5353030494748829,0.4732283221848894,47418.0,32441.0,3.951243718581428,4.412798293340635,14.0,7.0,0.6694045174537988,0.315112540192926,43.5,54.54237288135",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58816,34092831,"63,585079,B2-B4,B2,B4,31.115346385548985,8.36380888451688,7.93218266946087,7.0,8.0,0.4920662974745689,0.5563038145172928,50922.0,20789.0,4.770684624465665,3.7954891891721942,17.0,9.0,0.9041394335511984,0.1397849462365591,126.0,33.7272727272",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58843,34092831,"63,585387,B2-B4,B2,B4,-6.078546548499877,8.708804795117285,7.8399193600125825,6.0,4.0,0.4720886628176806,0.1368470258268084,53867.0,17114.0,4.060443010546419,0.6931471805599453,9.0,2.0,0.3080168776371308,-465.0,52.0,12.0,-40.0,32.0,4.753590",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58882,34092831,"63,586125,B2-B4,B2,B4,-1.5935387880246037,8.38776764397578,8.500555550263215,7.0,6.0,0.5409222184149983,0.5248977684308914,40858.0,42795.0,4.085976312551584,4.31748811353631,14.0,16.0,0.8673469387755102,0.9486301369863014,69.55555555555556,",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,58944,34092831,"63,587112,B2-B4,B2,B4,-1.50667864996185,7.952615111651,7.873217054862741,6.0,5.0,0.242415690701284,0.2044978277536417,21261.0,19565.0,1.791759469228055,2.079441541679836,2.0,3.0,-498.0,-156.0,9.642857142857142,26.0,16.357142857142858,17.821",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59010,34092831,"63,588164,B2-B4,B2,B4,-9.545777451699688,8.711031508337859,7.300135147541646,7.0,3.0,0.4281944138992742,-6847.0,45470.0,-1111.0,4.02535169073515,3.1135153092103742,10.0,3.0,0.6293706293706294,-241.0,30.0,19.77777777777778,-10.22222222222222",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59048,34092831,"63,588821,B2-B4,B2,B4,-1.023077903719128,7.857093864902493,7.706162970199576,9.0,9.0,0.5773092926490985,0.5827920088246109,18025.0,16318.0,3.597312260588446,3.258096538021482,17.0,4.0,0.9181818181818182,-147.0,76.14285714285715,22.631578947",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59110,34092831,"63,589813,B2-B4,B2,B4,-1.5459415111956727,7.954723334497908,8.031060180240619,16.0,15.0,1.0030715590237422,0.9997113788873656,12046.0,13859.0,4.241326752570746,2.602689685444384,11.0,2.0,1.08203125,-65.0,87.45454545454547,15.238095238095235",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59132,34092831,"63,590190,B2-B4,B2,B4,-0.010792384096541,7.15266032207786,7.0304152917180245,4.0,4.0,-6814.0,-4852.0,-2972.0,-998.0,4.30406509320417,3.4011973816621555,12.0,8.0,0.6634050880626223,-0.5217391304347826,60.8421052631579,6.181818181818183,-54.6",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59162,34092831,"63,590638,B2-B4,B2,B4,-3.79593635340294,8.499843553081124,7.302159439730876,6.0,2.0,0.3586269196025293,-13950.0,28782.0,-17013.0,3.1354942159291497,2.3513752571634776,0.0,1.0,-320.0,-283.0,0.0,2.4000000000000004,2.4000000000000004,1.2000000",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59276,34092831,"63,592687,B2-B4,B2,B4,-2.734523895946763,8.15349363254054,8.383433201236713,6.0,5.0,0.3557151174073355,0.4297985281698637,30918.0,41445.0,4.034240638152395,4.07753744390572,12.0,6.0,0.8429752066115702,0.3066666666666666,80.19354838709677,38",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59349,34092831,"63,593799,B2-B4,B2,B4,-2.732018337192565,7.891704659330107,7.474204806496124,8.0,8.0,0.4738979746561247,0.4654255319148936,18466.0,12408.0,1.9459101490553128,2.803360380906535,0.0,1.0,-237.0,-425.0,0.0,1.7333333333333334,1.7333333333333334,",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59392,34092831,"63,594389,B2-B4,B2,B4,-1.1339208817284867,8.206174253600018,8.284756593190435,8.0,7.0,0.5997172884272632,0.5997002771023017,32542.0,35366.0,4.197201947661808,4.7535901911063645,16.0,17.0,0.6458333333333334,1.0048661800486618,47.066666666666",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59405,34092831,"63,594734,B2-B4,B2,B4,0.828703922459488,7.570185486880022,7.410044571725841,8.0,8.0,0.4918172762202931,0.5151139742319127,14054.0,12108.0,4.448516375942715,1.252762968495368,16.0,2.0,0.91324200913242,-46.0,84.92307692307692,9.09090909090909",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59408,34092831,"63,594752,B2-B4,B2,B4,-2.248558448582913,8.78071063686872,8.392649856341636,7.0,7.0,0.5563468789275241,0.5706203324197239,52514.0,39769.0,3.5409593240373143,2.079441541679836,17.0,7.0,122.0,-303.0,96.5,7.833333333333333,-88.66666666666667,5",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59454,34092831,"63,595419,B2-B4,B2,B4,-1.5015119256160585,8.640560605366522,7.865955413933502,8.0,8.0,0.6014677660853245,0.5242538275168823,47419.0,19399.0,2.602689685444384,2.2512917986064958,0.0,1.0,-283.0,-409.0,0.0,1.5000000000000002,1.5000000000000002",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59459,34092831,"63,595473,B2-B4,B2,B4,-0.196470451144138,7.243512974665482,7.049254841255837,4.0,4.0,-8565.0,-8796.0,-4405.0,-6109.0,3.4011973816621555,1.0986122886681098,6.0,2.0,0.4358974358974359,-148.0,19.833333333333336,14.666666666666666,-5.1666666666",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59492,34092831,"63,595883,B2-B4,B2,B4,15.50370792964262,8.58466490653125,7.7823903355874595,7.0,9.0,0.5226513975155279,0.5707964601769911,51520.0,18306.0,3.970291913552122,4.07753744390572,7.0,8.0,-0.3698630136986301,0.422976501305483,43.024390243902445,41",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59558,34092831,"63,596907,B2-B4,B2,B4,-1.4658757566103957,8.872276869963477,7.533158807455563,6.0,7.0,0.5167876268320181,0.4229505803343309,56768.0,13699.0,4.30406509320417,4.31748811353631,12.0,7.0,0.9792207792207792,-0.2105263157894736,83.73913043478261,",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59594,34092831,"63,597387,B2-B4,B2,B4,22.024756664069727,8.92665032079394,8.667249787622916,6.0,7.0,0.4167389239853008,0.5805865115184702,72657.0,46751.0,2.5649493574615367,3.157000421150113,0.0,7.0,-234.0,-123.0,0.0,17.142857142857146,17.142857142857146,8",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59613,34092831,"63,597608,B2-B4,B2,B4,27.777758293645952,8.352436465801755,7.165493475060845,6.0,9.0,0.467270809565835,0.5444174500897856,46457.0,9467.0,4.110873864173311,1.9459101490553128,13.0,1.0,0.7972222222222223,-79.0,64.44444444444444,6.0,-58.444444",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59649,34092831,"63,598337,B2-B4,B2,B4,-2.280168514412425,7.968838755757833,7.793586803371584,9.0,9.0,0.6173057638126164,0.5824651761676226,20941.0,17086.0,2.6390573296152584,2.3513752571634776,5.0,6.0,-253.0,-198.0,6.222222222222222,9.272727272727272,3.050",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59731,34092831,"63,599564,B2-B4,B2,B4,-2.61065112378065,7.768321862083931,7.699389406256737,9.0,9.0,0.5722756701155685,0.5511943269470018,16527.0,16076.0,3.3843902633457743,1.9459101490553128,8.0,1.0,-0.4333333333333333,-90.0,6.4,10.0,3.6,8.2,5.33030041240",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59737,34092831,"63,599617,B2-B4,B2,B4,1.720174024886339,8.282230063296685,8.268731832117737,9.0,9.0,0.7065666934452082,0.7203445990722332,33609.0,33198.0,4.448516375942715,3.901972669574645,8.0,17.0,0.157258064516129,0.6097560975609756,19.56756756756757,47",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59819,34092831,"63,600824,B2-B4,B2,B4,32.90819868086961,7.201543669865679,7.971603575213907,7.0,10.0,-8936.0,0.5342477798294205,-5939.0,22746.0,2.0149030205422647,3.624340932976365,0.0,6.0,-491.0,-0.203883495145631,0.0,25.666666666666668,25.666666666666668",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59859,34092831,"63,601610,B2-B4,B2,B4,35.239064282321216,9.167328481382892,7.833402105780317,7.0,11.0,0.4646792401811667,0.8571511492918504,73965.0,17228.0,4.290459441148391,4.23410650459726,16.0,12.0,0.7128463476070529,0.7221238938053097,33.4,33.583333333",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59881,34092831,"63,601988,B2-B4,B2,B4,-1.3056730663754843,8.137688184977605,8.377011160816375,6.0,6.0,0.4393693401161742,0.5245503993727643,27717.0,40814.0,3.157000421150113,2.970414465569701,13.0,6.0,3.625,-148.0,106.42857142857142,23.55555555555556,-82.8",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59908,34092831,"63,602465,B2-B4,B2,B4,0.2581404078005876,8.311889558230359,7.554596706665571,7.0,8.0,0.6114241520274003,0.5205745922489899,36204.0,13366.0,3.676300671907076,3.417726683613366,5.0,9.0,-248.0,0.430379746835443,16.545454545454547,43.4285714285",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,59999,34092831,"63,603924,B2-B4,B2,B4,14.703207459207452,8.74313283003245,8.054681427928797,7.0,11.0,0.5001891724564903,0.6016955372871403,58148.0,27248.0,2.6390573296152584,2.970414465569701,0.0,6.0,-120.0,0.0648148148148148,0.0,21.88235294117647,21.88235",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60093,34092831,"63,605348,B2-B4,B2,B4,-2.507375552224475,8.044947049617722,8.065265208897733,8.0,8.0,0.5924713584288053,0.6015407190022011,23829.0,27260.0,3.6506582412937383,2.970414465569701,3.0,0.0,-236.0,-220.0,20.909090909090907,0.0,-20.909090909090907",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60098,34092831,"63,605468,B2-B4,B2,B4,2.456359673024521,7.461640392208575,6.937314081223682,8.0,8.0,0.4808087190017375,0.5167251146479633,12662.0,7414.0,4.204692619390966,3.5263605246161616,15.0,14.0,0.7698744769874477,1.0071428571428571,57.38461538461539,",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60213,34092831,"63,607139,B2-B4,B2,B4,-1.6007263904090128,7.801800401908973,7.729955087456696,4.0,3.0,-0.0976659493461347,-0.2150411280846063,12082.0,10212.0,2.6741486494265287,2.0149030205422647,17.0,2.0,-114.0,-135.0,62.400000000000006,6.857142857142858,",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60247,34092831,"63,607572,B2-B4,B2,B4,-3.1889753574288746,8.58316818033977,8.103645507114717,6.0,6.0,0.5084508492022646,0.419041516306364,48575.0,29651.0,1.9459101490553128,3.0204248861443626,11.0,16.0,-14.0,2.259259259259259,98.0,42.8,-55.2,70.4,4.9663350",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60286,34092831,"63,608200,B2-B4,B2,B4,-6.535708801573777,8.83455541796943,7.934871565945177,6.0,7.0,0.4440906410580406,0.2277205652891088,59355.0,22431.0,2.5649493574615367,5.1089711948171175,0.0,8.0,-533.0,0.5548872180451128,0.0,45.69230769230769,45.69230",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60347,34092831,"63,608983,B2-B4,B2,B4,-2.104716551310696,7.7752758464868625,7.572760153595802,9.0,9.0,0.5870994248151191,0.5630351343371716,17038.0,13548.0,3.258096538021482,2.079441541679836,17.0,1.0,29.0,-233.0,138.33333333333334,0.666666666666667,-137.6",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60405,34092831,"63,609814,B2-B4,B2,B4,-0.376145192460329,8.200288260287554,8.060855752934316,7.0,10.0,0.5007614607614608,0.5005528803281613,32175.0,28035.0,2.602689685444384,4.343805421853684,17.0,10.0,-55.0,0.7813504823151125,162.85714285714283,67.9130434",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60447,34092831,"63,610163,B2-B4,B2,B4,-0.8049936949350686,7.721348612617949,7.589588699641809,5.0,5.0,0.1204215116279069,0.1192841310237254,13760.0,12181.0,3.9415818076696905,2.2512917986064958,12.0,0.0,1.16751269035533,-154.0,18.785714285714285,0.0,-18.78",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60451,34092831,"63,610247,B2-B4,B2,B4,-5.672232344876847,8.181300786660033,7.520776415062797,7.0,7.0,0.490686335791974,0.3362877997914494,31996.0,13426.0,3.367295829986474,2.1400661634962708,9.0,0.0,0.4459459459459459,-116.0,9.2,0.0,-9.2,4.6000000000000005",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60516,34092831,"63,610879,B2-B4,B2,B4,28.866424242424245,8.069029328774958,7.918992488165245,7.0,8.0,0.4731140281511941,0.5557168432767213,25292.0,20667.0,4.42484663185681,3.068052935133617,14.0,4.0,1.0403800475059382,0.1911764705882352,105.0,24.4,-80.6,64",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60531,34092831,"63,611122,B2-B4,B2,B4,-0.9749206162950314,7.824445930877619,7.284477918224647,6.0,3.0,0.222913616398243,-9230.0,13660.0,-4648.0,3.2386784521643803,3.80666248977032,14.0,11.0,4.666666666666667,1.066147859922179,113.3846153846154,91.12,-22.26",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60568,34092831,"63,611511,B2-B4,B2,B4,-0.68766114930821,7.592870287844818,7.421177528595393,4.0,4.0,-0.985372340425532,-1.711645101663586,4512.0,2705.0,4.189654742026425,2.4849066497880004,17.0,0.0,0.7670588235294118,-138.0,63.63636363636363,0.0,-63.636363",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60576,34092831,"63,611616,B2-B4,B2,B4,30.185339079365523,8.22389538017882,8.06573649945708,7.0,11.0,0.4025375178157225,0.5715113331885002,35783.0,27618.0,2.0149030205422647,1.791759469228055,0.0,1.0,-108.0,-482.0,0.0,10.0,10.0,5.0,3.80666248977032,-0.22314",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60623,34092831,"63,612299,B2-B4,B2,B4,-0.689211206806925,8.212432777429706,8.151189152188987,8.0,8.0,0.5968658628732876,0.6317634173055859,30439.0,31955.0,3.2386784521643803,3.624340932976365,10.0,17.0,-0.2539682539682539,0.8515901060070671,2.3333333333333",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60666,34092831,"63,575960,B2-B6,B2,B6,-2.681594277700994,8.160518247477505,7.658935490792691,6.0,3.0,0.3820672846116917,-0.4021223470661673,27079.0,8010.0,2.6390573296152584,1.3862943611198906,2.0,2.0,-422.0,-247.0,16.0,8.833333333333332,-7.166666666666668",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60667,34092831,"63,576009,B2-B6,B2,B6,1.9616018193897784,7.602151678942514,7.786551806428712,4.0,4.0,-0.8661055853098699,0.0094754905618145,5228.0,13403.0,2.602689685444384,3.7612001156935615,0.0,10.0,-315.0,0.5702479338842975,0.0,70.6086956521739,70.60869",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60739,34092831,"63,578609,B2-B6,B2,B6,21.28239151965952,8.95098657151126,7.865379874349269,6.0,8.0,0.4586622220824554,0.5614203968126638,63598.0,18699.0,1.8718021769015916,3.960813169597578,1.0,14.0,-338.0,0.896358543417367,8.24,46.333333333333336,38.09333",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60744,34092831,"63,578823,B2-B6,B2,B6,3.5393836151191755,7.982074875081202,8.16749386121393,9.0,8.0,0.5946924557704647,0.6493377365860588,21818.0,28161.0,2.525728644308256,1.7047480922384253,0.0,2.0,-524.0,-215.0,0.0,16.400000000000002,16.400000000000002,8",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60754,34092831,"63,579022,B2-B6,B2,B6,16.213548842407963,9.064909893765975,8.038834757787749,7.0,11.0,0.4915605376844877,0.6470954356846473,62267.0,24100.0,2.602689685444384,3.0204248861443626,5.0,13.0,-116.0,1.3125,42.85714285714285,26.0,-16.8571428571428",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60759,34092831,"63,579138,B2-B6,B2,B6,19.754303423224588,8.272187393244893,7.062191632286556,6.0,8.0,0.4710662270567772,0.5141073657927591,38519.0,8010.0,3.044522437723423,3.80666248977032,7.0,8.0,0.0759493670886076,-0.0598290598290598,20.0,36.125,16.125,2",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60779,34092831,"63,579832,B2-B6,B2,B6,1.6476862257239706,7.589841512182657,7.676705422957583,8.0,8.0,0.5313312354631277,0.5246057640021751,14618.0,14712.0,2.970414465569701,4.505349850705881,0.0,8.0,-124.0,0.5823627287853578,0.0,57.05263157894737,57.052631",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60856,34092831,"63,582220,B2-B6,B2,B6,2.0842052905682897,7.893758623267592,8.323365694436081,8.0,8.0,0.517960980381501,0.6335231256836732,18401.0,35653.0,3.80666248977032,3.951243718581428,9.0,17.0,0.8666666666666667,0.6219281663516069,77.04761904761905,29",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60869,34092831,"63,582899,B2-B6,B2,B6,4.331341881750721,8.151189152188987,7.984633075504241,7.0,8.0,0.5476570729552482,0.5482548072541693,29429.0,21946.0,3.7612001156935615,4.350277936359301,6.0,5.0,-0.0925925925925925,-0.6703296703296703,38.5,25.5,-13.0,3",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60899,34092831,"63,583877,B2-B6,B2,B6,3.8465081585081697,7.65491704784832,7.616775808698373,15.0,16.0,1.024037282315428,1.009858203916273,8154.0,7405.0,4.290459441148391,2.3978952727983707,6.0,3.0,0.0309597523219814,-385.0,30.77777777777778,17.0,-13.777777",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60909,34092831,"63,584090,B2-B6,B2,B6,29.04059419101463,8.471253959474792,7.985824666418917,6.0,8.0,0.4690931113976478,0.5854621353055947,51186.0,22039.0,4.31748811353631,4.174387269895637,13.0,14.0,0.9571428571428572,0.9404466501240696,92.23529411764704,7",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60925,34092831,"63,584633,B2-B6,B2,B6,77.98334923530074,8.17244681834278,8.25855198774887,7.0,14.0,0.6091450971968639,1.0053479223014508,37244.0,16268.0,3.068052935133617,4.375757021660286,11.0,15.0,9.0,0.9225225225225224,16.0,83.875,67.875,49.9375,7.44380",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60944,34092831,"63,585387,B2-B6,B2,B6,-5.022602560794215,8.708804795117285,8.053092107823115,6.0,4.0,0.4720886628176806,0.2183747326862971,53867.0,24316.0,4.060443010546419,0.6931471805599453,9.0,2.0,0.3080168776371308,-465.0,52.0,12.0,-40.0,32.0,4.7535901",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60968,34092831,"63,586271,B2-B6,B2,B6,5.176760401007717,8.766705997750515,8.227108234348146,6.0,7.0,0.5180522919697139,0.5446788560712611,53622.0,31995.0,3.068052935133617,3.555348061489413,0.0,17.0,-301.0,0.9732142857142856,0.0,48.5,48.5,24.25,6.623400996",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,60998,34092831,"63,587112,B2-B6,B2,B6,1.2274538979026537,7.952615111651,7.919356190660617,6.0,5.0,0.242415690701284,0.2478959449120122,21261.0,20912.0,1.791759469228055,2.079441541679836,2.0,3.0,-498.0,-156.0,9.642857142857142,26.0,16.357142857142858,17.82",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,61008,34092831,"63,587448,B2-B6,B2,B6,3.336287641236756,8.134907356255479,7.9714309977693505,7.0,8.0,0.5275701647345943,0.5622708072227638,26224.0,21543.0,3.4011973816621555,2.0149030205422647,16.0,5.0,0.65625,-129.0,19.043478260869566,26.0,6.9565217391304",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,61038,34092831,"63,588749,B2-B6,B2,B6,1.8887441779566756,8.15908865466791,8.189799618728228,5.0,4.0,0.3615592946871038,0.3251640171587181,34708.0,31704.0,2.1400661634962708,4.394449154672439,1.0,10.0,-233.0,0.5513307984790875,7.0,34.285714285714285,27.2857",False
reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,61045,34092831,"63,588927,B2-B6,B2,B6,-4.757013969081764,8.836446602705337,7.968146354830049,7.0,7.0,0.4502882090112214,0.2174946197991391,58638.0,22304.0,3.912023005428146,2.772588722239781,14.0,0.0,1.523076923076923,-208.0,114.57142857142856,0.0,-114.571",False
